#   col   Z       t [s]     A   elem     13Msun   15Msun    20Msun      25 Msun   30Msun      35 Msun
  668    6e-03   0.0e+00   62  Ni     1.24e-03   6.51e-04   5.13e-04   3.51e-04   6.90e-04   5.62e-04
  669    6e-03   0.0e+00   64  Ni     4.32e-06   5.93e-06   1.56e-05   3.67e-05   7.37e-05   1.03e-04
  670    6e-03   0.0e+00   63  Cu     7.43e-06   6.65e-06   1.41e-05   3.97e-05   6.16e-05   7.95e-05
  671    6e-03   0.0e+00   65  Cu     4.47e-06   3.41e-06   1.02e-05   2.37e-05   5.55e-05   8.18e-05
  672    6e-03   0.0e+00   64  Zn     4.44e-05   1.88e-05   1.91e-05   2.28e-05   5.79e-05   5.36e-05
  673    6e-03   0.0e+00   66  Zn     4.22e-05   1.75e-05   1.95e-05   3.02e-05   6.12e-05   8.31e-05
  674    6e-03   0.0e+00   67  Zn     5.40e-07   6.16e-07   1.93e-06   6.33e-06   1.35e-05   1.96e-05
  675    6e-03   0.0e+00   68  Zn     1.91e-06   2.55e-06   7.01e-06   2.05e-05   4.34e-05   6.70e-05
  676    6e-03   0.0e+00   70  Zn     4.87e-08   5.81e-08   9.13e-08   1.73e-07   1.67e-07   2.70e-07
  677    6e-03   0.0e+00   69  Ga     2.08e-07   2.94e-07   8.77e-07   2.83e-06   5.63e-06   9.00e-06
  678    6e-03   0.0e+00   71  Ga     1.49e-07   2.08e-07   6.97e-07   2.04e-06   4.70e-06   7.47e-06
  679    6e-03   0.0e+00   70  Ge     2.36e-07   3.33e-07   1.02e-06   3.50e-06   6.92e-06   1.16e-05
  680    6e-03   0.0e+00   72  Ge     2.83e-07   3.83e-07   1.01e-06   2.96e-06   6.15e-06   1.04e-05
  681    6e-03   0.0e+00   73  Ge     7.77e-08   1.04e-07   2.72e-07   9.18e-07   2.07e-06   3.34e-06
  682    6e-03   0.0e+00   74  Ge     3.42e-07   4.32e-07   9.20e-07   2.46e-06   5.21e-06   8.73e-06
  683    6e-03   0.0e+00   76  Ge     6.07e-08   6.98e-08   9.19e-08   1.29e-07   1.41e-07   1.85e-07
  684    6e-03   0.0e+00   75  As     5.09e-08   6.63e-08   1.51e-07   4.39e-07   7.65e-07   1.30e-06
  685    6e-03   0.0e+00   74  Se     4.67e-09   6.61e-09   1.69e-08   5.60e-08   3.44e-08   1.42e-07
  686    6e-03   0.0e+00   76  Se     5.80e-08   7.72e-08   1.90e-07   5.70e-07   1.19e-06   2.20e-06
  687    6e-03   0.0e+00   77  Se     3.93e-08   5.15e-08   1.18e-07   3.58e-07   7.51e-07   1.27e-06
  688    6e-03   0.0e+00   78  Se     1.20e-07   1.49e-07   3.04e-07   7.69e-07   1.75e-06   2.92e-06
  689    6e-03   0.0e+00   80  Se     2.32e-07   2.78e-07   4.03e-07   8.78e-07   1.10e-06   1.61e-06
  690    6e-03   0.0e+00   82  Se     4.10e-08   4.75e-08   6.32e-08   8.43e-08   9.04e-08   1.14e-07
  691    6e-03   0.0e+00   79  Br     4.60e-08   5.83e-08   1.08e-07   3.27e-07   6.16e-07   1.08e-06
  692    6e-03   0.0e+00   81  Br     4.52e-08   5.32e-08   8.86e-08   1.82e-07   3.50e-07   5.18e-07
  693    6e-03   0.0e+00   78  Kr     1.07e-09   1.26e-09   1.87e-09   3.80e-09   3.12e-09   7.02e-09
  694    6e-03   0.0e+00   80  Kr     1.31e-08   1.59e-08   4.93e-08   8.94e-08   3.18e-07   4.80e-07
  695    6e-03   0.0e+00   82  Kr     5.23e-08   6.48e-08   1.51e-07   3.45e-07   1.02e-06   1.80e-06
  696    6e-03   0.0e+00   83  Kr     4.13e-08   5.06e-08   1.02e-07   2.25e-07   5.62e-07   9.71e-07
  697    6e-03   0.0e+00   84  Kr     2.09e-07   2.55e-07   4.67e-07   9.40e-07   2.13e-06   3.52e-06
  698    6e-03   0.0e+00   86  Kr     6.83e-08   8.24e-08   1.27e-07   2.19e-07   2.86e-07   3.84e-07
  699    6e-03   0.0e+00   85  Rb     4.46e-08   5.53e-08   9.93e-08   2.26e-07   4.50e-07   7.02e-07
  700    6e-03   0.0e+00   87  Rb     2.07e-08   2.83e-08   5.12e-08   1.17e-07   1.30e-07   2.77e-07
  701    6e-03   0.0e+00   84  Sr     1.17e-09   1.43e-09   2.38e-09   6.75e-09   4.33e-09   9.36e-09
  702    6e-03   0.0e+00   86  Sr     2.58e-08   3.47e-08   9.07e-08   1.90e-07   5.57e-07   1.01e-06
  703    6e-03   0.0e+00   87  Sr     1.53e-08   2.10e-08   5.59e-08   1.27e-07   3.60e-07   6.28e-07
  704    6e-03   0.0e+00   88  Sr     1.75e-07   2.24e-07   4.56e-07   9.15e-07   1.84e-06   2.98e-06
  705    6e-03   0.0e+00   89  Y      4.08e-08   5.06e-08   9.62e-08   1.92e-07   3.56e-07   5.52e-07
  706    6e-03   0.0e+00   90  Zr     5.05e-08   6.13e-08   9.72e-08   1.82e-07   2.49e-07   3.62e-07
  707    6e-03   0.0e+00   91  Zr     1.08e-08   1.31e-08   2.15e-08   4.04e-08   6.63e-08   9.51e-08
  708    6e-03   0.0e+00   92  Zr     1.68e-08   2.01e-08   3.14e-08   5.14e-08   8.23e-08   1.15e-07
  709    6e-03   0.0e+00   94  Zr     1.67e-08   1.97e-08   2.87e-08   4.26e-08   6.42e-08   8.65e-08
  710    6e-03   0.0e+00   96  Zr     2.37e-09   2.80e-09   3.50e-09   6.17e-09   5.68e-09   7.58e-09
  711    6e-03   0.0e+00   93  Nb     5.93e-09   7.12e-09   1.11e-08   1.87e-08   3.01e-08   4.07e-08
  712    6e-03   0.0e+00   92  Mo     3.69e-09   4.45e-09   6.79e-09   8.00e-09   9.22e-09   1.14e-08
  713    6e-03   0.0e+00   94  Mo     2.88e-09   3.72e-09   5.80e-09   7.16e-09   8.49e-09   9.36e-09
  714    6e-03   0.0e+00   95  Mo     3.43e-09   4.10e-09   5.66e-09   8.92e-09   1.15e-08   1.61e-08
  715    6e-03   0.0e+00   96  Mo     5.07e-09   6.60e-09   1.06e-08   1.40e-08   2.00e-08   2.49e-08
  716    6e-03   0.0e+00   97  Mo     3.31e-09   4.15e-09   7.67e-09   1.29e-08   2.68e-08   4.31e-08
  717    6e-03   0.0e+00   98  Mo     4.68e-07   5.46e-07   7.48e-07   9.58e-07   1.20e-06   1.40e-06
  718    6e-03   2.5e+04    3  H      1.14e-59   1.34e-59   1.82e-59   2.29e-59   2.79e-59   3.25e-59
  719    6e-03   2.5e+04   14  C      6.62e-08   2.27e-07   8.57e-07   1.71e-06   4.73e-07   1.01e-06
  720    6e-03   2.5e+04   22  Na     2.12e-07   1.21e-06   9.89e-07   9.39e-06   4.50e-06   1.50e-05
  721    6e-03   2.5e+04   26  Al     2.61e-06   4.42e-06   8.30e-06   9.76e-06   7.40e-06   1.22e-05
  722    6e-03   2.5e+04   32  Si     1.26e-09   2.34e-09   3.17e-09   4.57e-09   8.68e-09   4.76e-09
  723    6e-03   2.5e+04   36  Cl     4.52e-07   7.41e-07   1.33e-06   1.58e-06   2.30e-06   2.86e-06
  724    6e-03   2.5e+04   39  Ar     1.47e-07   2.58e-07   5.53e-07   1.05e-06   1.12e-06   1.22e-06
  725    6e-03   2.5e+04   41  Ca     1.93e-06   6.13e-06   6.26e-06   2.05e-05   9.70e-06   1.48e-05
  726    6e-03   2.5e+04   45  Ca     8.86e-09   5.76e-08   5.81e-08   4.36e-07   3.00e-07   6.97e-07
  727    6e-03   2.5e+04   44  Ti     8.72e-05   3.58e-05   2.58e-05   1.64e-05   4.35e-05   1.02e-05
  728    6e-03   2.5e+04   49  V      2.73e-06   6.60e-06   8.32e-06   1.07e-05   7.99e-06   1.25e-05
  729    6e-03   2.5e+04   53  Mn     5.52e-05   1.67e-04   1.90e-04   2.35e-04   1.75e-04   2.80e-04
  730    6e-03   2.5e+04   54  Mn     3.39e-08   6.51e-08   9.48e-08   1.13e-07   1.09e-07   1.54e-07
  731    6e-03   2.5e+04   55  Fe     4.57e-05   9.44e-05   1.87e-04   2.26e-04   1.37e-04   2.42e-04
  732    6e-03   2.5e+04   60  Fe     3.20e-07   8.30e-07   5.82e-07   3.26e-06   1.11e-06   2.02e-06
  733    6e-03   2.5e+04   57  Co     1.92e-04   6.54e-05   1.31e-04   9.56e-05   1.30e-04   6.53e-05
  734    6e-03   2.5e+04   60  Co     3.83e-07   1.10e-06   1.75e-06   4.20e-06   2.65e-06   5.55e-06
  735    6e-03   2.5e+04   56  Ni     1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01
  736    6e-03   2.5e+04   57  Ni     3.62e-03   2.99e-03   2.41e-03   1.68e-03   2.37e-03   1.14e-03
  737    6e-03   2.5e+04   59  Ni     2.68e-04   1.71e-04   1.13e-04   6.50e-05   9.16e-05   2.62e-05
  738    6e-03   2.5e+04   63  Ni     1.42e-06   2.58e-06   6.20e-06   2.70e-05   3.15e-05   3.95e-05
  739    6e-03   2.5e+04   65  Zn     2.86e-06   1.04e-06   1.14e-06   2.63e-06   4.35e-06   7.94e-06
  740    6e-03   2.5e+04   68  Ge     2.12e-08   7.11e-09   4.07e-09   5.31e-09   4.42e-09   7.60e-09
  741    6e-03   2.5e+04   79  Se     5.06e-09   1.28e-08   3.80e-08   2.38e-07   3.98e-07   8.67e-07
  742    6e-03   2.5e+04   81  Kr     2.00e-09   2.29e-09   1.30e-08   2.58e-08   1.38e-07   1.98e-07
  743    6e-03   2.5e+04   85  Kr     5.06e-09   9.25e-09   2.96e-08   1.17e-07   2.30e-07   3.55e-07
  744    6e-03   2.5e+04   90  Sr     1.11e-10   3.16e-10   4.29e-10   4.04e-09   2.09e-09   5.21e-09
  745    6e-03   2.5e+04   93  Zr     5.39e-10   1.00e-09   3.38e-09   9.63e-09   1.96e-08   2.88e-08
  746    2e-02   0.0e+00    0  ejec   1.16e+01   1.34e+01   1.84e+01   2.32e+01   2.83e+01   3.29e+01
  747    2e-02   0.0e+00    0  remn   1.42e+00   1.63e+00   1.61e+00   1.80e+00   1.73e+00   2.10e+00
  748    2e-02   0.0e+00   56  Ni     1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01
  749    2e-02   0.0e+00    1  H      6.22e+00   7.02e+00   8.73e+00   1.02e+01   1.18e+01   1.32e+01
  750    2e-02   0.0e+00    2  H      1.55e-16   1.63e-16   1.89e-16   2.17e-16   2.42e-16   2.64e-16
  751    2e-02   0.0e+00    3  He     4.83e-04   5.63e-04   6.90e-04   8.08e-04   9.26e-04   1.04e-03
  752    2e-02   0.0e+00    4  He     4.37e+00   4.92e+00   6.47e+00   7.87e+00   9.22e+00   1.05e+01
  753    2e-02   0.0e+00    6  Li     7.29e-10   1.07e-09   1.18e-09   1.30e-09   1.37e-09   1.41e-09
  754    2e-02   0.0e+00    7  Li     5.52e-11   1.33e-10   1.03e-10   7.12e-11   4.84e-11   3.25e-11
  755    2e-02   0.0e+00    9  Be     1.94e-10   2.75e-10   3.06e-10   3.35e-10   3.52e-10   3.79e-10
  756    2e-02   0.0e+00   10  B      1.32e-09   1.85e-09   2.11e-09   2.31e-09   2.51e-09   2.70e-09
  757    2e-02   0.0e+00   11  B      1.16e-08   1.46e-08   1.82e-08   2.14e-08   2.46e-08   2.76e-08
  758    2e-02   0.0e+00   12  C      1.06e-01   2.05e-01   3.15e-01   6.07e-01   6.45e-01   9.37e-01
  759    2e-02   0.0e+00   13  C      1.16e-03   1.31e-03   1.69e-03   2.03e-03   2.39e-03   2.71e-03
  760    2e-02   0.0e+00   14  N      4.62e-02   5.07e-02   6.22e-02   7.19e-02   8.57e-02   1.02e-01
  761    2e-02   0.0e+00   15  N      1.82e-05   2.19e-05   3.00e-05   3.44e-05   3.65e-05   4.18e-05
  762    2e-02   0.0e+00   16  O      3.05e-01   5.16e-01   1.38e+00   2.44e+00   3.89e+00   5.22e+00
  763    2e-02   0.0e+00   17  O      1.66e-04   1.55e-04   1.38e-04   1.47e-04   1.52e-04   1.72e-04
  764    2e-02   0.0e+00   18  O      3.40e-03   4.19e-03   5.72e-03   3.71e-03   9.94e-04   5.07e-04
  765    2e-02   0.0e+00   19  F      3.54e-06   4.19e-06   7.62e-06   1.49e-05   2.19e-05   2.69e-05
  766    2e-02   0.0e+00   20  Ne     5.59e-02   3.60e-02   5.35e-01   7.17e-01   1.30e+00   1.29e+00
  767    2e-02   0.0e+00   21  Ne     6.25e-05   8.70e-05   4.32e-04   7.81e-04   9.40e-04   1.08e-03
  768    2e-02   0.0e+00   22  Ne     8.59e-03   1.30e-02   3.01e-02   5.12e-02   6.59e-02   7.09e-02
  769    2e-02   0.0e+00   23  Na     1.25e-03   1.38e-03   1.30e-02   2.42e-02   3.98e-02   4.54e-02
  770    2e-02   0.0e+00   24  Mg     3.66e-02   3.39e-02   1.33e-01   1.29e-01   2.21e-01   1.95e-01
  771    2e-02   0.0e+00   25  Mg     2.65e-03   2.06e-03   1.76e-02   2.35e-02   3.20e-02   3.49e-02
  772    2e-02   0.0e+00   26  Mg     3.45e-03   4.11e-03   1.83e-02   3.07e-02   5.23e-02   7.12e-02
  773    2e-02   0.0e+00   27  Al     2.28e-03   1.73e-03   1.88e-02   3.09e-02   5.79e-02   6.90e-02
  774    2e-02   0.0e+00   28  Si     6.78e-02   1.31e-01   1.56e-01   2.45e-01   1.90e-01   2.77e-01
  775    2e-02   0.0e+00   29  Si     2.46e-03   3.45e-03   5.66e-03   6.79e-03   9.11e-03   1.09e-02
  776    2e-02   0.0e+00   30  Si     2.96e-03   4.07e-03   6.07e-03   6.55e-03   9.93e-03   1.09e-02
  777    2e-02   0.0e+00   31  P      6.17e-04   1.01e-03   1.41e-03   1.78e-03   2.39e-03   2.86e-03
  778    2e-02   0.0e+00   32  S      2.79e-02   6.06e-02   6.62e-02   1.24e-01   7.80e-02   1.26e-01
  779    2e-02   0.0e+00   33  S      1.98e-04   3.95e-04   4.49e-04   7.67e-04   7.38e-04   1.00e-03
  780    2e-02   0.0e+00   34  S      2.26e-03   4.73e-03   4.64e-03   6.16e-03   6.74e-03   9.27e-03
  781    2e-02   0.0e+00   36  S      3.40e-06   6.03e-06   9.13e-06   1.22e-05   1.74e-05   1.93e-05
  782    2e-02   0.0e+00   35  Cl     9.20e-05   1.88e-04   2.12e-04   4.45e-04   3.47e-04   4.93e-04
  783    2e-02   0.0e+00   37  Cl     2.95e-05   4.78e-05   1.15e-04   2.46e-04   2.94e-04   3.84e-04
  784    2e-02   0.0e+00   36  Ar     4.65e-03   9.99e-03   1.08e-02   2.13e-02   1.27e-02   2.08e-02
  785    2e-02   0.0e+00   38  Ar     7.01e-04   1.59e-03   1.39e-03   3.92e-03   2.14e-03   3.09e-03
  786    2e-02   0.0e+00   40  Ar     5.79e-07   1.12e-06   1.99e-06   2.95e-06   3.59e-06   4.40e-06
  787    2e-02   0.0e+00   39  K      9.43e-05   1.10e-04   1.45e-04   3.67e-04   2.01e-04   2.61e-04
  788    2e-02   0.0e+00   40  K      4.20e-07   6.46e-07   2.00e-06   3.63e-06   6.26e-06   8.27e-06
  789    2e-02   0.0e+00   41  K      7.23e-06   1.06e-05   1.99e-05   4.39e-05   4.00e-05   5.21e-05
  790    2e-02   0.0e+00   40  Ca     3.99e-03   8.23e-03   8.56e-03   1.64e-02   1.06e-02   1.66e-02
  791    2e-02   0.0e+00   42  Ca     1.86e-05   3.79e-05   5.27e-05   1.70e-04   1.15e-04   1.61e-04
  792    2e-02   0.0e+00   43  Ca     2.96e-06   2.78e-06   9.86e-06   1.78e-05   2.91e-05   3.68e-05
  793    2e-02   0.0e+00   44  Ca     1.09e-04   6.37e-05   8.53e-05   1.00e-04   1.54e-04   1.68e-04
  794    2e-02   0.0e+00   46  Ca     1.00e-07   7.67e-07   5.41e-07   2.10e-06   1.22e-06   2.37e-06
  795    2e-02   0.0e+00   48  Ca     1.60e-06   1.89e-06   2.49e-06   3.11e-06   3.78e-06   4.35e-06
  796    2e-02   0.0e+00   45  Sc     1.03e-06   1.87e-06   5.42e-06   1.26e-05   1.79e-05   2.55e-05
  797    2e-02   0.0e+00   46  Ti     9.72e-06   1.69e-05   2.48e-05   8.26e-05   4.59e-05   6.49e-05
  798    2e-02   0.0e+00   47  Ti     5.10e-06   5.11e-06   7.49e-06   1.18e-05   1.78e-05   2.28e-05
  799    2e-02   0.0e+00   48  Ti     2.52e-04   2.06e-04   1.81e-04   2.04e-04   2.30e-04   2.45e-04
  800    2e-02   0.0e+00   49  Ti     6.66e-06   1.26e-05   1.52e-05   2.31e-05   2.68e-05   3.86e-05
  801    2e-02   0.0e+00   50  Ti     2.58e-06   3.36e-06   8.66e-06   1.59e-05   2.75e-05   3.84e-05
  802    2e-02   0.0e+00   50  V      3.88e-08   1.31e-07   2.01e-07   4.02e-07   4.52e-07   6.90e-07
  803    2e-02   0.0e+00   51  V      1.75e-05   3.35e-05   3.60e-05   5.15e-05   4.11e-05   6.30e-05
  804    2e-02   0.0e+00   50  Cr     6.54e-05   1.32e-04   1.77e-04   2.53e-04   1.36e-04   2.26e-04
  805    2e-02   0.0e+00   52  Cr     1.10e-03   2.04e-03   1.78e-03   2.61e-03   2.49e-03   3.55e-03
  806    2e-02   0.0e+00   53  Cr     1.13e-04   2.42e-04   2.37e-04   3.31e-04   2.82e-04   4.12e-04
  807    2e-02   0.0e+00   54  Cr     7.55e-06   9.44e-06   2.28e-05   3.59e-05   5.32e-05   6.56e-05
  808    2e-02   0.0e+00   55  Mn     6.56e-04   1.36e-03   1.34e-03   1.95e-03   1.64e-03   2.45e-03
  809    2e-02   0.0e+00   54  Fe     5.03e-03   1.05e-02   1.22e-02   1.63e-02   1.13e-02   1.79e-02
  810    2e-02   0.0e+00   56  Fe     1.13e-01   1.15e-01   1.20e-01   1.24e-01   1.28e-01   1.31e-01
  811    2e-02   0.0e+00   57  Fe     4.69e-03   3.50e-03   4.09e-03   3.53e-03   3.86e-03   3.26e-03
  812    2e-02   0.0e+00   58  Fe     1.76e-04   2.28e-04   8.75e-04   1.40e-03   2.16e-03   2.66e-03
  813    2e-02   0.0e+00   59  Co     4.49e-04   2.98e-04   6.52e-04   9.04e-04   1.21e-03   1.33e-03
  814    2e-02   0.0e+00   58  Ni     8.01e-03   5.02e-03   6.20e-03   4.75e-03   4.74e-03   3.95e-03
  815    2e-02   0.0e+00   60  Ni     3.45e-03   2.29e-03   2.31e-03   1.94e-03   2.55e-03   1.74e-03
  816    2e-02   0.0e+00   61  Ni     2.46e-04   1.80e-04   2.22e-04   2.85e-04   4.47e-04   4.94e-04
  817    2e-02   0.0e+00   62  Ni     1.93e-03   9.10e-04   1.13e-03   1.30e-03   2.03e-03   2.13e-03
  818    2e-02   0.0e+00   64  Ni     1.88e-05   3.08e-05   1.00e-04   2.16e-04   3.64e-04   4.93e-04
  819    2e-02   0.0e+00   63  Cu     1.82e-05   1.92e-05   8.67e-05   2.22e-04   3.03e-04   4.06e-04
  820    2e-02   0.0e+00   65  Cu     1.08e-05   2.06e-05   4.40e-05   9.20e-05   2.03e-04   2.92e-04
  821    2e-02   0.0e+00   64  Zn     3.87e-05   2.74e-05   3.64e-05   5.16e-05   1.10e-04   1.40e-04
  822    2e-02   0.0e+00   66  Zn     6.38e-05   3.46e-05   5.66e-05   1.05e-04   2.13e-04   3.10e-04
  823    2e-02   0.0e+00   67  Zn     1.82e-06   1.75e-06   1.09e-05   2.67e-05   5.88e-05   9.12e-05
  824    2e-02   0.0e+00   68  Zn     8.23e-06   1.03e-05   4.39e-05   1.14e-04   2.30e-04   3.50e-04
  825    2e-02   0.0e+00   70  Zn     2.48e-07   9.13e-07   1.08e-06   3.30e-06   3.51e-06   7.33e-06
  826    2e-02   0.0e+00   69  Ga     8.32e-07   1.08e-06   5.10e-06   1.46e-05   2.78e-05   4.34e-05
  827    2e-02   0.0e+00   71  Ga     7.62e-07   1.29e-06   4.84e-06   1.27e-05   2.76e-05   3.89e-05
  828    2e-02   0.0e+00   70  Ge     8.79e-07   1.13e-06   5.60e-06   1.67e-05   3.42e-05   5.21e-05
  829    2e-02   0.0e+00   72  Ge     1.21e-06   1.52e-06   6.44e-06   1.78e-05   3.27e-05   5.25e-05
  830    2e-02   0.0e+00   73  Ge     3.11e-07   2.96e-07   2.15e-06   6.28e-06   1.21e-05   1.95e-05
  831    2e-02   0.0e+00   74  Ge     1.48e-06   1.73e-06   6.94e-06   1.87e-05   3.40e-05   5.42e-05
  832    2e-02   0.0e+00   76  Ge     2.35e-07   3.72e-07   5.95e-07   1.60e-06   1.52e-06   3.11e-06
  833    2e-02   0.0e+00   75  As     2.17e-07   2.85e-07   1.07e-06   3.29e-06   4.60e-06   8.11e-06
  834    2e-02   0.0e+00   74  Se     1.97e-08   3.84e-08   7.34e-08   1.88e-07   1.57e-07   3.43e-07
  835    2e-02   0.0e+00   76  Se     2.33e-07   2.90e-07   1.22e-06   3.38e-06   6.93e-06   1.08e-05
  836    2e-02   0.0e+00   77  Se     1.92e-07   2.86e-07   1.11e-06   3.43e-06   4.98e-06   8.60e-06
  837    2e-02   0.0e+00   78  Se     4.62e-07   5.08e-07   1.92e-06   5.10e-06   1.01e-05   1.57e-05
  838    2e-02   0.0e+00   80  Se     8.91e-07   9.61e-07   3.10e-06   8.04e-06   1.07e-05   1.66e-05
  839    2e-02   0.0e+00   82  Se     1.57e-07   2.37e-07   4.19e-07   1.02e-06   1.02e-06   1.86e-06
  840    2e-02   0.0e+00   79  Br     1.71e-07   1.73e-07   9.14e-07   2.59e-06   4.08e-06   7.44e-06
  841    2e-02   0.0e+00   81  Br     1.70e-07   1.93e-07   5.64e-07   1.51e-06   2.42e-06   3.28e-06
  842    2e-02   0.0e+00   78  Kr     4.02e-09   5.29e-09   7.67e-09   1.46e-08   1.38e-08   2.09e-08
  843    2e-02   0.0e+00   80  Kr     6.16e-08   8.46e-08   1.89e-07   3.79e-07   1.66e-06   1.50e-06
  844    2e-02   0.0e+00   82  Kr     1.93e-07   2.14e-07   8.12e-07   2.04e-06   5.37e-06   7.43e-06
  845    2e-02   0.0e+00   83  Kr     1.60e-07   2.02e-07   6.29e-07   1.61e-06   3.07e-06   4.69e-06
  846    2e-02   0.0e+00   84  Kr     7.42e-07   8.02e-07   2.51e-06   5.07e-06   1.10e-05   1.79e-05
  847    2e-02   0.0e+00   86  Kr     2.90e-07   3.80e-07   1.13e-06   2.32e-06   3.35e-06   4.57e-06
  848    2e-02   0.0e+00   85  Rb     1.64e-07   1.67e-07   7.24e-07   1.53e-06   3.03e-06   4.91e-06
  849    2e-02   0.0e+00   87  Rb     1.09e-07   1.71e-07   4.97e-07   1.24e-06   1.55e-06   3.08e-06
  850    2e-02   0.0e+00   84  Sr     4.37e-09   7.76e-09   9.60e-09   2.73e-08   1.99e-08   3.53e-08
  851    2e-02   0.0e+00   86  Sr     9.43e-08   1.08e-07   3.90e-07   7.25e-07   2.35e-06   3.99e-06
  852    2e-02   0.0e+00   87  Sr     5.26e-08   5.65e-08   2.35e-07   4.24e-07   1.49e-06   2.62e-06
  853    2e-02   0.0e+00   88  Sr     6.45e-07   7.88e-07   1.98e-06   3.98e-06   8.79e-06   1.50e-05
  854    2e-02   0.0e+00   89  Y      1.44e-07   1.73e-07   4.06e-07   8.54e-07   1.68e-06   2.72e-06
  855    2e-02   0.0e+00   90  Zr     1.75e-07   2.28e-07   3.64e-07   7.23e-07   1.05e-06   1.55e-06
  856    2e-02   0.0e+00   91  Zr     3.80e-08   5.46e-08   9.65e-08   2.17e-07   3.29e-07   5.38e-07
  857    2e-02   0.0e+00   92  Zr     5.76e-08   6.55e-08   1.24e-07   2.11e-07   3.76e-07   5.26e-07
  858    2e-02   0.0e+00   94  Zr     5.69e-08   6.48e-08   1.10e-07   1.75e-07   2.73e-07   3.80e-07
  859    2e-02   0.0e+00   96  Zr     8.26e-09   1.32e-08   1.83e-08   5.05e-08   3.70e-08   7.15e-08
  860    2e-02   0.0e+00   93  Nb     2.02e-08   2.26e-08   4.77e-08   8.52e-08   1.47e-07   2.07e-07
  861    2e-02   0.0e+00   92  Mo     1.26e-08   1.69e-08   2.07e-08   2.80e-08   3.38e-08   4.00e-08
  862    2e-02   0.0e+00   94  Mo     9.88e-09   1.39e-08   1.84e-08   2.30e-08   2.70e-08   3.22e-08
  863    2e-02   0.0e+00   95  Mo     1.15e-08   1.33e-08   2.41e-08   4.26e-08   5.00e-08   8.65e-08
  864    2e-02   0.0e+00   96  Mo     1.69e-08   2.18e-08   3.31e-08   4.33e-08   8.01e-08   8.34e-08
  865    2e-02   0.0e+00   97  Mo     1.10e-08   1.44e-08   2.29e-08   4.19e-08   8.48e-08   1.20e-07
  866    2e-02   0.0e+00   98  Mo     1.55e-06   1.77e-06   2.52e-06   3.23e-06   4.08e-06   4.79e-06
  867    2e-02   2.5e+04    3  H      1.14e-59   1.32e-59   1.82e-59   2.29e-59   2.79e-59   3.25e-59
  868    2e-02   2.5e+04   14  C      8.50e-08   7.14e-07   4.13e-06   8.36e-06   3.93e-06   5.90e-06
  869    2e-02   2.5e+04   22  Na     7.64e-08   8.07e-08   2.37e-06   6.76e-06   2.74e-06   9.74e-06
  870    2e-02   2.5e+04   26  Al     1.07e-05   7.00e-06   1.53e-05   2.48e-05   2.22e-05   3.19e-05
  871    2e-02   2.5e+04   32  Si     4.52e-08   5.01e-07   9.16e-08   1.76e-07   1.22e-07   2.08e-07
  872    2e-02   2.5e+04   36  Cl     1.35e-06   2.57e-06   3.77e-06   5.65e-06   7.94e-06   1.02e-05
  873    2e-02   2.5e+04   39  Ar     6.18e-07   1.17e-06   4.39e-06   7.50e-06   8.27e-06   9.77e-06
  874    2e-02   2.5e+04   41  Ca     3.83e-06   6.36e-06   1.25e-05   3.30e-05   2.36e-05   3.14e-05
  875    2e-02   2.5e+04   45  Ca     9.76e-08   6.47e-07   1.28e-06   3.85e-06   1.50e-06   6.49e-06
  876    2e-02   2.5e+04   44  Ti     9.11e-05   4.20e-05   4.03e-05   2.19e-05   3.06e-05   9.33e-06
  877    2e-02   2.5e+04   49  V      4.31e-06   9.60e-06   9.40e-06   1.32e-05   1.05e-05   1.61e-05
  878    2e-02   2.5e+04   53  Mn     9.35e-05   2.20e-04   2.07e-04   2.94e-04   2.38e-04   3.61e-04
  879    2e-02   2.5e+04   54  Mn     9.39e-08   1.66e-07   2.03e-07   2.97e-07   2.84e-07   3.86e-07
  880    2e-02   2.5e+04   55  Fe     1.02e-04   2.30e-04   2.43e-04   3.79e-04   2.76e-04   4.37e-04
  881    2e-02   2.5e+04   60  Fe     2.25e-06   9.33e-05   1.13e-05   5.04e-05   1.67e-05   4.12e-05
  882    2e-02   2.5e+04   57  Co     2.18e-04   1.57e-04   1.74e-04   1.42e-04   1.39e-04   1.04e-04
  883    2e-02   2.5e+04   60  Co     2.27e-06   1.17e-05   1.13e-05   2.44e-05   1.22e-05   3.27e-05
  884    2e-02   2.5e+04   56  Ni     1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01
  885    2e-02   2.5e+04   57  Ni     4.09e-03   2.92e-03   3.16e-03   2.40e-03   2.48e-03   1.74e-03
  886    2e-02   2.5e+04   59  Ni     3.55e-04   1.69e-04   1.92e-04   1.33e-04   1.46e-04   6.24e-05
  887    2e-02   2.5e+04   63  Ni     6.61e-06   8.87e-06   6.76e-05   1.91e-04   2.14e-04   3.18e-04
  888    2e-02   2.5e+04   65  Zn     3.58e-06   1.58e-06   3.42e-06   6.53e-06   1.05e-05   2.60e-05
  889    2e-02   2.5e+04   68  Ge     4.07e-08   1.01e-08   9.32e-09   7.88e-09   8.15e-09   7.10e-09
  890    2e-02   2.5e+04   79  Se     3.45e-08   2.14e-08   6.95e-07   2.28e-06   2.84e-06   6.70e-06
